Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2020",,,,
1965,Tow Trucks,Vehicle Level (#),0,
1965,Fire Appliances,Vehicle Level (#),13,
1965,Trucks with Machinery Mounted,Vehicle Level (#),6,
1965,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1966,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),23,
1966,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),337,
1966,Prime Movers,Vehicle Level (#),16,
1966,Buses > 9 seats,Vehicle Level (#),6,
1966,Tow Trucks,Vehicle Level (#),3,
1966,Fire Appliances,Vehicle Level (#),7,
1966,Trucks with Machinery Mounted,Vehicle Level (#),0,
1966,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1967,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),31,
1967,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),346,
1967,Prime Movers,Vehicle Level (#),13,
1967,Buses > 9 seats,Vehicle Level (#),7,
1967,Tow Trucks,Vehicle Level (#),3,
1967,Fire Appliances,Vehicle Level (#),14,
1967,Trucks with Machinery Mounted,Vehicle Level (#),0,
1967,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1968,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),48,
1968,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),451,
1968,Prime Movers,Vehicle Level (#),21,
1968,Buses > 9 seats,Vehicle Level (#),4,
1968,Tow Trucks,Vehicle Level (#),3,
1968,Fire Appliances,Vehicle Level (#),19,
1968,Trucks with Machinery Mounted,Vehicle Level (#),4,
1968,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1969,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),44,
1969,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),452,
1969,Prime Movers,Vehicle Level (#),38,
1969,Buses > 9 seats,Vehicle Level (#),3,
1969,Tow Trucks,Vehicle Level (#),3,
1969,Fire Appliances,Vehicle Level (#),19,
1969,Trucks with Machinery Mounted,Vehicle Level (#),8,
1969,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1970,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),46,
1970,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),637,
1970,Prime Movers,Vehicle Level (#),61,
1970,Buses > 9 seats,Vehicle Level (#),13,
1970,Tow Trucks,Vehicle Level (#),4,
1970,Fire Appliances,Vehicle Level (#),27,
1970,Trucks with Machinery Mounted,Vehicle Level (#),5,
1970,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1971,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),59,
1971,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),455,
1971,Prime Movers,Vehicle Level (#),48,
1971,Buses > 9 seats,Vehicle Level (#),3,
1971,Tow Trucks,Vehicle Level (#),3,
1971,Fire Appliances,Vehicle Level (#),32,
1971,Trucks with Machinery Mounted,Vehicle Level (#),9,
1971,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1972,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),80,
1972,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),547,
1972,Prime Movers,Vehicle Level (#),43,
1972,Buses > 9 seats,Vehicle Level (#),17,
1972,Tow Trucks,Vehicle Level (#),4,
1972,Fire Appliances,Vehicle Level (#),18,
1972,Trucks with Machinery Mounted,Vehicle Level (#),3,
1972,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1973,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),80,
1973,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),767,
1973,Prime Movers,Vehicle Level (#),71,
1973,Buses > 9 seats,Vehicle Level (#),9,
1973,Tow Trucks,Vehicle Level (#),3,
1973,Fire Appliances,Vehicle Level (#),13,
1973,Trucks with Machinery Mounted,Vehicle Level (#),4,
1973,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1974,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),125,
1974,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),942,
1974,Prime Movers,Vehicle Level (#),96,
1974,Buses > 9 seats,Vehicle Level (#),13,
1974,Tow Trucks,Vehicle Level (#),7,
1974,Fire Appliances,Vehicle Level (#),20,
1974,Trucks with Machinery Mounted,Vehicle Level (#),5,
1974,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1975,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),188,
1975,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1119,
1975,Prime Movers,Vehicle Level (#),118,
1975,Buses > 9 seats,Vehicle Level (#),11,
1975,Tow Trucks,Vehicle Level (#),16,
1975,Fire Appliances,Vehicle Level (#),26,
1975,Trucks with Machinery Mounted,Vehicle Level (#),5,
1975,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1976,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),219,
1976,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1568,
1976,Prime Movers,Vehicle Level (#),228,
1976,Buses > 9 seats,Vehicle Level (#),9,
1976,Tow Trucks,Vehicle Level (#),19,
1976,Fire Appliances,Vehicle Level (#),26,
1976,Trucks with Machinery Mounted,Vehicle Level (#),15,
1976,Other Non Freight Carrying Trucks,Vehicle Level (#),0,
1977,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),283,
1977,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1385,
1977,Prime Movers,Vehicle Level (#),226,
1977,Buses > 9 seats,Vehicle Level (#),23,
1977,Tow Trucks,Vehicle Level (#),37,
1977,Fire Appliances,Vehicle Level (#),11,
1977,Trucks with Machinery Mounted,Vehicle Level (#),10,
1977,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1978,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),274,
1978,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1472,
1978,Prime Movers,Vehicle Level (#),259,
1978,Buses > 9 seats,Vehicle Level (#),46,
1978,Tow Trucks,Vehicle Level (#),39,
1978,Fire Appliances,Vehicle Level (#),22,
1978,Trucks with Machinery Mounted,Vehicle Level (#),20,
1978,Other Non Freight Carrying Trucks,Vehicle Level (#),7,
1979,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),268,
1979,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),1779,
1979,Prime Movers,Vehicle Level (#),355,
1979,Buses > 9 seats,Vehicle Level (#),30,
1979,Tow Trucks,Vehicle Level (#),35,
1979,Fire Appliances,Vehicle Level (#),20,
1979,Trucks with Machinery Mounted,Vehicle Level (#),16,
1979,Other Non Freight Carrying Trucks,Vehicle Level (#),7,
1980,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),249,
1980,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2255,
1980,Prime Movers,Vehicle Level (#),363,
1980,Buses > 9 seats,Vehicle Level (#),58,
1980,Tow Trucks,Vehicle Level (#),29,
1980,Fire Appliances,Vehicle Level (#),19,
1980,Trucks with Machinery Mounted,Vehicle Level (#),41,
1980,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1981,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),307,
1981,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2529,
1981,Prime Movers,Vehicle Level (#),341,
1981,Buses > 9 seats,Vehicle Level (#),55,
1981,Tow Trucks,Vehicle Level (#),46,
1981,Fire Appliances,Vehicle Level (#),25,
1981,Trucks with Machinery Mounted,Vehicle Level (#),40,
1981,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1982,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),320,
1982,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2358,
1982,Prime Movers,Vehicle Level (#),285,
1982,Buses > 9 seats,Vehicle Level (#),95,
1982,Tow Trucks,Vehicle Level (#),42,
1982,Fire Appliances,Vehicle Level (#),28,
1982,Trucks with Machinery Mounted,Vehicle Level (#),27,
1982,Other Non Freight Carrying Trucks,Vehicle Level (#),11,
1983,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),233,
1983,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),2108,
1983,Prime Movers,Vehicle Level (#),195,
1983,Buses > 9 seats,Vehicle Level (#),110,
1983,Tow Trucks,Vehicle Level (#),40,
1983,Fire Appliances,Vehicle Level (#),46,
1983,Trucks with Machinery Mounted,Vehicle Level (#),27,
1983,Other Non Freight Carrying Trucks,Vehicle Level (#),3,
1984,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),482,
1984,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3484,
1984,Prime Movers,Vehicle Level (#),418,
1984,Buses > 9 seats,Vehicle Level (#),195,
1984,Tow Trucks,Vehicle Level (#),51,
1984,Fire Appliances,Vehicle Level (#),48,
1984,Trucks with Machinery Mounted,Vehicle Level (#),30,
1984,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1985,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),716,
1985,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5481,
1985,Prime Movers,Vehicle Level (#),629,
1985,Buses > 9 seats,Vehicle Level (#),246,
1985,Tow Trucks,Vehicle Level (#),51,
1985,Fire Appliances,Vehicle Level (#),81,
1985,Trucks with Machinery Mounted,Vehicle Level (#),53,
1985,Other Non Freight Carrying Trucks,Vehicle Level (#),11,
1986,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),620,
1986,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4107,
1986,Prime Movers,Vehicle Level (#),520,
1986,Buses > 9 seats,Vehicle Level (#),240,
1986,Tow Trucks,Vehicle Level (#),47,
1986,Fire Appliances,Vehicle Level (#),68,
1986,Trucks with Machinery Mounted,Vehicle Level (#),48,
1986,Other Non Freight Carrying Trucks,Vehicle Level (#),9,
1987,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),638,
1987,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3690,
1987,Prime Movers,Vehicle Level (#),471,
1987,Buses > 9 seats,Vehicle Level (#),278,
1987,Tow Trucks,Vehicle Level (#),47,
1987,Fire Appliances,Vehicle Level (#),84,
1987,Trucks with Machinery Mounted,Vehicle Level (#),57,
1987,Other Non Freight Carrying Trucks,Vehicle Level (#),5,
1988,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1195,
1988,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5436,
1988,Prime Movers,Vehicle Level (#),795,
1988,Buses > 9 seats,Vehicle Level (#),388,
1988,Tow Trucks,Vehicle Level (#),78,
1988,Fire Appliances,Vehicle Level (#),77,
1988,Trucks with Machinery Mounted,Vehicle Level (#),100,
1988,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1989,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1217,
1989,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5879,
1989,Prime Movers,Vehicle Level (#),804,
1989,Buses > 9 seats,Vehicle Level (#),529,
1989,Tow Trucks,Vehicle Level (#),84,
1989,Fire Appliances,Vehicle Level (#),95,
1989,Trucks with Machinery Mounted,Vehicle Level (#),68,
1989,Other Non Freight Carrying Trucks,Vehicle Level (#),12,
1990,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1181,
1990,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5269,
1990,Prime Movers,Vehicle Level (#),713,
1990,Buses > 9 seats,Vehicle Level (#),716,
1990,Tow Trucks,Vehicle Level (#),58,
1990,Fire Appliances,Vehicle Level (#),108,
1990,Trucks with Machinery Mounted,Vehicle Level (#),72,
1990,Other Non Freight Carrying Trucks,Vehicle Level (#),20,
1991,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),856,
1991,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),3496,
1991,Prime Movers,Vehicle Level (#),317,
1991,Buses > 9 seats,Vehicle Level (#),790,
1991,Tow Trucks,Vehicle Level (#),28,
1991,Fire Appliances,Vehicle Level (#),146,
1991,Trucks with Machinery Mounted,Vehicle Level (#),50,
1991,Other Non Freight Carrying Trucks,Vehicle Level (#),8,
1992,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1124,
1992,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4298,
1992,Prime Movers,Vehicle Level (#),460,
1992,Buses > 9 seats,Vehicle Level (#),1053,
1992,Tow Trucks,Vehicle Level (#),61,
1992,Fire Appliances,Vehicle Level (#),171,
1992,Trucks with Machinery Mounted,Vehicle Level (#),72,
1992,Other Non Freight Carrying Trucks,Vehicle Level (#),13,
1993,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1117,
1993,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),4369,
1993,Prime Movers,Vehicle Level (#),898,
1993,Buses > 9 seats,Vehicle Level (#),1043,
1993,Tow Trucks,Vehicle Level (#),42,
1993,Fire Appliances,Vehicle Level (#),109,
1993,Trucks with Machinery Mounted,Vehicle Level (#),49,
1993,Other Non Freight Carrying Trucks,Vehicle Level (#),29,
1994,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1430,
1994,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5866,
1994,Prime Movers,Vehicle Level (#),1453,
1994,Buses > 9 seats,Vehicle Level (#),1466,
1994,Tow Trucks,Vehicle Level (#),62,
1994,Fire Appliances,Vehicle Level (#),134,
1994,Trucks with Machinery Mounted,Vehicle Level (#),94,
1994,Other Non Freight Carrying Trucks,Vehicle Level (#),10,
1995,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1496,
1995,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5287,
1995,Prime Movers,Vehicle Level (#),1394,
1995,Buses > 9 seats,Vehicle Level (#),1609,
1995,Tow Trucks,Vehicle Level (#),63,
1995,Fire Appliances,Vehicle Level (#),158,
1995,Trucks with Machinery Mounted,Vehicle Level (#),101,
1995,Other Non Freight Carrying Trucks,Vehicle Level (#),23,
1996,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1456,
1996,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5114,
1996,Prime Movers,Vehicle Level (#),1243,
1996,Buses > 9 seats,Vehicle Level (#),1476,
1996,Tow Trucks,Vehicle Level (#),67,
1996,Fire Appliances,Vehicle Level (#),153,
1996,Trucks with Machinery Mounted,Vehicle Level (#),110,
1996,Other Non Freight Carrying Trucks,Vehicle Level (#),15,
1997,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),1664,
1997,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),5944,
1997,Prime Movers,Vehicle Level (#),1573,
1997,Buses > 9 seats,Vehicle Level (#),1751,
1997,Tow Trucks,Vehicle Level (#),68,
1997,Fire Appliances,Vehicle Level (#),124,
1997,Trucks with Machinery Mounted,Vehicle Level (#),87,
1997,Other Non Freight Carrying Trucks,Vehicle Level (#),12,
1998,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),2294,
1998,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7386,
1998,Prime Movers,Vehicle Level (#),1980,
1998,Buses > 9 seats,Vehicle Level (#),2161,
1998,Tow Trucks,Vehicle Level (#),90,
1998,Fire Appliances,Vehicle Level (#),89,
1998,Trucks with Machinery Mounted,Vehicle Level (#),97,
1998,Other Non Freight Carrying Trucks,Vehicle Level (#),19,
1999,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),2796,
1999,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7333,
1999,Prime Movers,Vehicle Level (#),1752,
1999,Buses > 9 seats,Vehicle Level (#),2233,
1999,Tow Trucks,Vehicle Level (#),99,
1999,Fire Appliances,Vehicle Level (#),259,
1999,Trucks with Machinery Mounted,Vehicle Level (#),148,
1999,Other Non Freight Carrying Trucks,Vehicle Level (#),27,
2000,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3020,
2000,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),7217,
2000,Prime Movers,Vehicle Level (#),1661,
2000,Buses > 9 seats,Vehicle Level (#),2711,
2000,Tow Trucks,Vehicle Level (#),110,
2000,Fire Appliances,Vehicle Level (#),218,
2000,Trucks with Machinery Mounted,Vehicle Level (#),134,
2000,Other Non Freight Carrying Trucks,Vehicle Level (#),36,
2001,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),3784,
2001,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),6971,
2001,Prime Movers,Vehicle Level (#),1636,
2001,Buses > 9 seats,Vehicle Level (#),2232,
2001,Tow Trucks,Vehicle Level (#),89,
2001,Fire Appliances,Vehicle Level (#),241,
2001,Trucks with Machinery Mounted,Vehicle Level (#),125,
2001,Other Non Freight Carrying Trucks,Vehicle Level (#),32,
2002,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5827,
2002,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9899,
2002,Prime Movers,Vehicle Level (#),2320,
2002,Buses > 9 seats,Vehicle Level (#),2286,
2002,Tow Trucks,Vehicle Level (#),119,
2002,Fire Appliances,Vehicle Level (#),281,
2002,Trucks with Machinery Mounted,Vehicle Level (#),160,
2002,Other Non Freight Carrying Trucks,Vehicle Level (#),51,
2003,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),4513,
2003,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9311,
2003,Prime Movers,Vehicle Level (#),3130,
2003,Buses > 9 seats,Vehicle Level (#),2495,
2003,Tow Trucks,Vehicle Level (#),115,
2003,Fire Appliances,Vehicle Level (#),202,
2003,Trucks with Machinery Mounted,Vehicle Level (#),103,
2003,Other Non Freight Carrying Trucks,Vehicle Level (#),31,
2004,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6221,
2004,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12833,
2004,Prime Movers,Vehicle Level (#),3838,
2004,Buses > 9 seats,Vehicle Level (#),2380,
2004,Tow Trucks,Vehicle Level (#),133,
2004,Fire Appliances,Vehicle Level (#),323,
2004,Trucks with Machinery Mounted,Vehicle Level (#),208,
2004,Other Non Freight Carrying Trucks,Vehicle Level (#),43,
2005,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7159,
2005,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13320,
2005,Prime Movers,Vehicle Level (#),4016,
2005,Buses > 9 seats,Vehicle Level (#),3524,
2005,Tow Trucks,Vehicle Level (#),153,
2005,Fire Appliances,Vehicle Level (#),306,
2005,Trucks with Machinery Mounted,Vehicle Level (#),279,
2005,Other Non Freight Carrying Trucks,Vehicle Level (#),54,
2006,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),6094,
2006,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14621,
2006,Prime Movers,Vehicle Level (#),4014,
2006,Buses > 9 seats,Vehicle Level (#),4035,
2006,Tow Trucks,Vehicle Level (#),137,
2006,Fire Appliances,Vehicle Level (#),257,
2006,Trucks with Machinery Mounted,Vehicle Level (#),343,
2006,Other Non Freight Carrying Trucks,Vehicle Level (#),67,
2007,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7176,
2007,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),20119,
2007,Prime Movers,Vehicle Level (#),7075,
2007,Buses > 9 seats,Vehicle Level (#),4433,
2007,Tow Trucks,Vehicle Level (#),197,
2007,Fire Appliances,Vehicle Level (#),330,
2007,Trucks with Machinery Mounted,Vehicle Level (#),421,
2007,Other Non Freight Carrying Trucks,Vehicle Level (#),56,
2008,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7517,
2008,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14244,
2008,Prime Movers,Vehicle Level (#),3558,
2008,Buses > 9 seats,Vehicle Level (#),5909,
2008,Tow Trucks,Vehicle Level (#),183,
2008,Fire Appliances,Vehicle Level (#),322,
2008,Trucks with Machinery Mounted,Vehicle Level (#),252,
2008,Other Non Freight Carrying Trucks,Vehicle Level (#),43,
2009,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5778,
2009,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12366,
2009,Prime Movers,Vehicle Level (#),2813,
2009,Buses > 9 seats,Vehicle Level (#),4565,
2009,Tow Trucks,Vehicle Level (#),137,
2009,Fire Appliances,Vehicle Level (#),304,
2009,Trucks with Machinery Mounted,Vehicle Level (#),196,
2009,Other Non Freight Carrying Trucks,Vehicle Level (#),37,
2010,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),8116,
2010,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),15148,
2010,Prime Movers,Vehicle Level (#),5086,
2010,Buses > 9 seats,Vehicle Level (#),5263,
2010,Tow Trucks,Vehicle Level (#),138,
2010,Fire Appliances,Vehicle Level (#),328,
2010,Trucks with Machinery Mounted,Vehicle Level (#),317,
2010,Other Non Freight Carrying Trucks,Vehicle Level (#),56,
2011,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),5681,
2011,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),9691,
2011,Prime Movers,Vehicle Level (#),3049,
2011,Buses > 9 seats,Vehicle Level (#),5690,
2011,Tow Trucks,Vehicle Level (#),115,
2011,Fire Appliances,Vehicle Level (#),196,
2011,Trucks with Machinery Mounted,Vehicle Level (#),295,
2011,Other Non Freight Carrying Trucks,Vehicle Level (#),41,
2012,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7389,
2012,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13477,
2012,Prime Movers,Vehicle Level (#),5285,
2012,Buses > 9 seats,Vehicle Level (#),5153,
2012,Tow Trucks,Vehicle Level (#),117,
2012,Fire Appliances,Vehicle Level (#),367,
2012,Trucks with Machinery Mounted,Vehicle Level (#),250,
2012,Other Non Freight Carrying Trucks,Vehicle Level (#),46,
2013,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7492,
2013,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12023,
2013,Prime Movers,Vehicle Level (#),5688,
2013,Buses > 9 seats,Vehicle Level (#),4408,
2013,Tow Trucks,Vehicle Level (#),107,
2013,Fire Appliances,Vehicle Level (#),284,
2013,Trucks with Machinery Mounted,Vehicle Level (#),216,
2013,Other Non Freight Carrying Trucks,Vehicle Level (#),34,
2014,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),7999,
2014,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),12467,
2014,Prime Movers,Vehicle Level (#),5354,
2014,Buses > 9 seats,Vehicle Level (#),4937,
2014,Tow Trucks,Vehicle Level (#),135,
2014,Fire Appliances,Vehicle Level (#),285,
2014,Trucks with Machinery Mounted,Vehicle Level (#),258,
2014,Other Non Freight Carrying Trucks,Vehicle Level (#),35,
2015,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),9046,
2015,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13049,
2015,Prime Movers,Vehicle Level (#),4675,
2015,Buses > 9 seats,Vehicle Level (#),4724,
2015,Tow Trucks,Vehicle Level (#),148,
2015,Fire Appliances,Vehicle Level (#),288,
2015,Trucks with Machinery Mounted,Vehicle Level (#),200,
2015,Other Non Freight Carrying Trucks,Vehicle Level (#),69,
2016,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),10192,
2016,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),13252,
2016,Prime Movers,Vehicle Level (#),4777,
2016,Buses > 9 seats,Vehicle Level (#),4450,
2016,Tow Trucks,Vehicle Level (#),153,
2016,Fire Appliances,Vehicle Level (#),297,
2016,Trucks with Machinery Mounted,Vehicle Level (#),202,
2016,Other Non Freight Carrying Trucks,Vehicle Level (#),75,
2017,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),13054,
2017,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),14851,
2017,Prime Movers,Vehicle Level (#),6285,
2017,Buses > 9 seats,Vehicle Level (#),4632,
2017,Tow Trucks,Vehicle Level (#),227,
2017,Fire Appliances,Vehicle Level (#),249,
2017,Trucks with Machinery Mounted,Vehicle Level (#),226,
2017,Other Non Freight Carrying Trucks,Vehicle Level (#),51,
2018,Light Rigid Trucks up to 4.5t GVM,Vehicle Level (#),15311,
2018,Heavy Rigid Trucks > 4.5t GVM,Vehicle Level (#),17112,
2018,Prime Movers,Vehicle Level (#),7368,
2018,Buses > 9 seats,Vehicle Level (#),5055,
